Time,Flow1_Bbr_Bps,Flow2_Cubic_Bps,Flow1_PktLoss,Flow2_PktLoss,Flow1_Cwnd,Flow2_Cwnd,JainsFairnessIndex
0.4,511080,601080,23,24,53576,53576,0.993494
0.5,600000,645000,50,36,88328,69504,0.998695
0.6,750000,495000,54,45,102808,72400,0.959738
0.7,705000,540000,61,43,108600,75296,0.982739
0.8,735000,510000,66,42,111496,76744,0.968372
0.9,780000,480000,59,50,111496,79640,0.946352
1,645000,600000,66,46,111496,82536,0.998695
1.1,750000,495000,61,45,112001,85432,0.959738
1.2,735000,510000,29,55,112001,88328,0.968372
1.3,435000,825000,40,48,82635,91224,0.912571
1.4,555000,690000,45,52,79739,94120,0.988379
1.5,585000,660000,45,57,79739,98464,0.996384
1.6,555000,690000,45,57,79739,101360,0.988379
1.7,540000,705000,45,60,79739,104256,0.982739
1.8,540000,720000,45,61,79739,108600,0.98
1.9,540000,705000,46,64,79739,111496,0.982739
2,510000,735000,45,67,79739,114392,0.968372
2.1,495000,750000,47,68,79739,118736,0.959738
2.2,555000,705000,44,73,79739,121632,0.986026
2.3,465000,780000,44,74,79739,125976,0.939836
2.4,465000,780000,48,74,79739,128872,0.939836
2.5,480000,765000,43,86,75586,133216,0.950207
2.6,435000,817240,46,101,78482,133216,0.914767
2.7,495000,756240,41,103,75586,133216,0.95823
2.8,420000,825040,43,103,75586,133216,0.904294
2.9,465000,789400,44,102,75586,133216,0.937313
3,405000,842320,33,100,56914,133216,0.890531
3.1,495000,739840,29,104,56914,133216,0.962173
3.2,315000,933520,30,104,56914,133216,0.80294
3.3,315000,938640,35,96,56914,133216,0.801623
3.4,435000,820800,32,100,56914,133216,0.913759
3.5,345000,895600,31,104,59810,133216,0.83544
3.6,315000,938640,37,92,56914,133216,0.801623
3.7,435000,799280,32,102,56914,133216,0.919874
3.8,345000,917120,29,102,56914,133216,0.829544
3.9,360000,874080,34,98,59810,133216,0.85213
4,390000,863840,26,102,53720,133216,0.875031
4.1,300000,953640,30,99,53720,133216,0.786255
4.2,435000,810920,28,104,53720,133216,0.916561
4.3,300000,938640,27,102,50883,133216,0.789989
4.4,300000,960160,31,96,50883,133216,0.784659
4.5,435000,814280,26,101,50883,133216,0.915606
4.6,270000,971800,27,102,50883,133216,0.757925
4.7,300000,948520,32,95,50883,133216,0.78752
4.8,435000,810920,21,102,47335,133216,0.916561
4.9,225000,1.02984e+06,22,102,44439,133216,0.708527
5,285000,953640,26,93,44439,133216,0.774351
5.1,345000,902120,21,102,44439,133216,0.833637
5.2,255000,1.0032e+06,23,100,44439,133216,0.73876
5.3,300000,943760,29,94,47335,133216,0.788705
5.4,345000,905480,20,101,44439,133216,0.832713
5.5,240000,1.0032e+06,24,99,44439,133216,0.726284
5.6,345000,902120,25,98,44439,133216,0.833637
5.7,300000,943760,20,102,41244,133216,0.788705
5.8,240000,1.0182e+06,24,99,44140,133216,0.723304
5.9,360000,890480,18,99,41244,133216,0.847484
6,225000,1.01996e+06,21,100,41244,133216,0.71036
6.1,255000,981680,24,98,41244,133216,0.74334
6.2,330000,927000,21,99,42762,133216,0.815948
6.3,255000,993320,19,100,39866,133216,0.740843
6.4,255000,986800,23,96,39866,133216,0.742235
